distance_km,restaurant_rating,weather,time_of_day,delivery_speed_kmph,active_orders_queue,restaurant_prep_time_min,traffic_level,area_type,delivery_time_minutes
1.54,4.3,rainy,off-peak,12.91,16,16,medium,urban,55
14.32,3.6,sunny,peak,27.55,16,24,low,suburban,80
2.63,3.5,sunny,peak,26.47,10,13,low,urban,35
11.87,3.0,cloudy,off-peak,16.56,17,5,high,urban,81
8.14,4.5,sunny,off-peak,16.9,13,21,medium,urban,72
11.24,3.0,cloudy,peak,30.51,11,33,medium,urban,77
7.94,2.5,rainy,off-peak,18.7,19,12,high,urban,76
1.36,4.6,cloudy,off-peak,16.48,18,24,medium,suburban,61
5.94,3.0,sunny,peak,15.25,18,20,low,urban,71
9.5,2.9,cloudy,off-peak,28.65,2,33,medium,suburban,61
9.62,3.0,rainy,off-peak,16.78,0,20,low,suburban,60
14.61,4.8,sunny,peak,11.73,1,26,high,urban,107
9.29,4.2,sunny,off-peak,19.74,14,5,low,urban,55
4.65,4.2,sunny,peak,20.54,9,7,low,urban,35
1.13,2.9,rainy,off-peak,33.32,6,17,medium,suburban,36
11.93,4.0,sunny,peak,34.19,12,8,low,urban,48
13.39,4.7,sunny,off-peak,23.19,11,10,medium,suburban,64
9.4,4.2,cloudy,off-peak,29.22,19,12,low,urban,63
7.49,2.7,sunny,peak,28.24,9,16,medium,urban,48
12.98,3.6,cloudy,off-peak,24.55,17,19,medium,suburban,81
3.99,4.3,rainy,off-peak,17.12,1,12,medium,suburban,35
6.28,2.7,sunny,off-peak,35.69,2,26,medium,urban,43
7.86,3.4,sunny,off-peak,11.19,14,30,medium,urban,96
1.22,4.3,rainy,off-peak,29.48,5,30,medium,urban,48
10.48,4.6,cloudy,peak,33.18,8,36,low,suburban,70
3.23,4.1,rainy,off-peak,38.05,2,21,low,suburban,35
5.33,4.6,sunny,peak,23.52,19,10,low,urban,53
6.51,4.1,sunny,off-peak,24.5,1,21,low,urban,39
9.76,4.8,sunny,peak,16.9,0,37,low,urban,73
1.45,2.5,cloudy,peak,20.87,18,28,medium,urban,64
5.44,3.4,rainy,off-peak,16.39,5,19,medium,urban,54
4.48,2.7,cloudy,off-peak,25.27,3,16,low,urban,34
0.52,3.4,cloudy,peak,14.81,13,16,low,urban,41
10.53,3.1,sunny,peak,31.88,18,12,low,suburban,60
3.92,3.1,sunny,off-peak,39.23,5,22,low,suburban,36
2.91,3.2,sunny,off-peak,37.62,15,24,medium,suburban,54
12.07,3.2,sunny,off-peak,20.89,9,5,medium,urban,56
1.07,4.0,sunny,peak,14.12,0,27,high,urban,37
13.55,4.1,cloudy,off-peak,32.77,15,24,medium,urban,76
10.46,3.1,sunny,peak,27.86,6,18,low,urban,51
2.99,2.9,cloudy,peak,38.83,8,36,high,urban,60
5.58,3.5,sunny,off-peak,25.09,1,32,medium,urban,50
14.27,3.2,rainy,peak,21.62,13,22,medium,urban,89
9.47,4.8,sunny,peak,18.54,5,20,high,urban,63
9.33,4.5,cloudy,off-peak,13.78,17,39,low,urban,108
9.97,4.7,sunny,peak,17.74,0,5,high,urban,44
7.21,2.8,sunny,peak,14.56,19,23,low,suburban,82
2.93,3.5,sunny,peak,20.52,15,16,medium,urban,50
2.69,4.6,rainy,off-peak,15.2,19,18,medium,urban,65
10.47,2.9,sunny,peak,33.32,5,8,medium,urban,37
13.32,4.5,sunny,off-peak,11.15,7,20,medium,urban,105
4.85,4.7,sunny,peak,11.25,2,37,medium,suburban,69
7.8,3.2,sunny,peak,18.52,15,16,medium,suburban,67
14.89,4.9,rainy,off-peak,23.37,14,7,medium,suburban,74
4.23,4.6,sunny,off-peak,16.19,14,26,medium,urban,66
6.16,2.9,sunny,peak,38.76,15,20,low,urban,53
5.77,3.9,sunny,off-peak,10.04,17,36,medium,rural,99
0.97,3.1,sunny,off-peak,19.56,0,33,medium,urban,39
7.89,3.7,sunny,peak,34.88,1,39,medium,suburban,57
3.53,3.8,sunny,peak,20.0,3,23,low,suburban,39
2.36,4.2,cloudy,peak,35.23,4,22,low,urban,35
10.8,4.0,rainy,off-peak,24.39,1,16,medium,urban,52
11.6,3.4,cloudy,peak,15.38,5,27,medium,suburban,85
13.39,3.8,sunny,off-peak,26.28,11,13,high,rural,65
14.04,2.7,rainy,peak,39.34,14,33,medium,urban,83
13.1,3.9,rainy,peak,24.11,15,28,low,suburban,89
2.28,4.9,sunny,off-peak,15.58,8,31,low,suburban,53
3.74,3.9,cloudy,peak,14.31,16,19,low,urban,62
2.28,4.7,cloudy,peak,30.44,2,11,high,urban,25
5.63,4.7,sunny,off-peak,38.5,8,34,medium,urban,58
2.3,4.9,cloudy,off-peak,25.33,1,9,low,urban,19
9.97,2.7,sunny,off-peak,20.44,13,24,medium,urban,76
10.89,4.1,sunny,off-peak,16.11,2,6,low,suburban,51
2.81,4.8,sunny,off-peak,39.31,6,27,low,rural,41
9.51,4.5,cloudy,peak,27.57,1,38,medium,suburban,65
0.83,3.6,cloudy,peak,25.58,14,12,medium,urban,40
6.8,3.2,cloudy,peak,21.85,10,35,medium,urban,74
4.64,3.4,sunny,off-peak,38.01,18,14,low,urban,49
14.98,2.8,sunny,off-peak,34.99,0,26,medium,urban,55
13.88,3.0,sunny,off-peak,19.0,12,19,low,urban,82
2.64,4.3,sunny,peak,17.16,14,24,medium,suburban,57
13.8,2.9,sunny,off-peak,10.5,10,16,medium,urban,113
6.57,4.6,rainy,peak,30.49,11,13,medium,suburban,50
8.86,3.1,sunny,peak,27.2,14,27,medium,urban,71
8.24,3.5,sunny,peak,11.61,9,29,medium,urban,88
11.03,3.2,sunny,off-peak,20.54,8,13,low,urban,58
5.36,3.3,sunny,off-peak,38.27,7,31,high,urban,55
1.51,4.5,sunny,peak,18.29,9,10,high,urban,33
6.56,4.3,sunny,off-peak,24.03,9,33,low,suburban,64
8.4,3.5,sunny,off-peak,12.24,15,30,high,urban,99
8.55,3.4,sunny,peak,33.52,15,17,medium,urban,58
11.99,4.2,rainy,off-peak,20.67,4,12,medium,urban,61
1.14,4.2,rainy,peak,21.87,13,23,medium,urban,54
14.83,2.6,sunny,peak,20.62,17,31,high,urban,105
14.86,3.0,cloudy,peak,26.88,8,31,medium,urban,81
1.94,4.0,sunny,peak,31.66,18,22,medium,urban,56
5.49,4.0,sunny,off-peak,13.05,9,10,low,urban,50
9.06,3.0,rainy,off-peak,12.96,11,34,high,suburban,102
5.91,2.7,rainy,peak,13.64,5,6,low,suburban,45
7.57,4.9,rainy,off-peak,14.77,7,28,medium,urban,77
5.23,2.8,cloudy,off-peak,19.2,16,17,low,urban,60
10.83,4.7,rainy,off-peak,24.51,9,28,high,urban,78
5.78,3.4,cloudy,peak,19.96,9,37,medium,urban,73
6.73,4.6,sunny,peak,34.28,5,25,low,urban,45
8.85,4.1,cloudy,peak,15.66,12,38,low,urban,93
14.55,2.6,sunny,off-peak,21.63,8,21,low,urban,74
9.81,4.8,sunny,off-peak,14.43,17,24,low,suburban,91
1.91,4.4,rainy,off-peak,24.61,6,5,low,urban,25
5.12,3.7,cloudy,off-peak,35.83,15,13,medium,suburban,49
6.59,4.0,sunny,off-peak,39.78,5,24,medium,suburban,44
11.23,3.3,rainy,peak,13.73,17,39,high,urban,124
6.98,2.9,cloudy,off-peak,20.67,7,39,low,urban,73
10.06,2.6,sunny,off-peak,12.51,3,8,medium,urban,64
12.67,3.9,sunny,off-peak,17.65,11,17,medium,suburban,80
2.01,2.9,cloudy,off-peak,15.91,15,25,high,urban,62
11.6,3.4,cloudy,peak,12.41,15,14,medium,suburban,98
11.31,3.3,sunny,peak,26.05,4,22,low,suburban,55
12.39,3.4,sunny,off-peak,19.74,9,17,high,urban,73
14.36,2.9,rainy,peak,31.02,1,12,medium,suburban,49
4.99,4.5,rainy,off-peak,27.13,0,12,medium,suburban,31
6.72,4.3,sunny,peak,17.88,19,27,low,suburban,79
4.31,4.5,cloudy,off-peak,28.88,0,19,low,suburban,31
5.24,3.7,rainy,peak,23.7,3,23,high,urban,51
5.28,4.3,sunny,off-peak,21.27,13,16,medium,suburban,53
13.11,2.8,sunny,off-peak,12.45,5,31,medium,urban,105
1.41,4.0,sunny,peak,28.25,7,23,medium,urban,39
3.44,4.8,cloudy,off-peak,14.28,1,11,high,suburban,34
9.35,3.3,cloudy,peak,35.14,6,17,medium,suburban,47
11.6,4.0,sunny,off-peak,15.15,4,16,low,urban,69
10.61,3.1,sunny,off-peak,30.22,7,29,high,suburban,66
1.18,3.2,sunny,off-peak,28.52,17,24,low,urban,53
7.08,4.9,sunny,peak,28.57,18,26,high,urban,73
3.17,2.7,rainy,peak,30.44,10,6,medium,urban,35
14.83,4.4,sunny,off-peak,18.81,2,21,low,urban,72
14.98,4.7,sunny,off-peak,23.56,0,8,low,urban,47
1.24,4.0,rainy,peak,14.67,12,16,medium,urban,47
10.18,2.5,rainy,peak,36.43,8,21,low,rural,56
12.29,4.4,sunny,off-peak,19.77,11,30,medium,urban,87
5.21,3.5,cloudy,off-peak,28.59,3,23,medium,urban,43
10.56,4.4,sunny,off-peak,25.21,5,26,medium,urban,62
3.22,2.8,rainy,off-peak,18.99,4,29,medium,suburban,53
2.36,4.0,rainy,peak,26.8,13,25,medium,urban,58
13.92,3.4,rainy,off-peak,39.52,19,31,low,urban,87
9.82,2.5,sunny,off-peak,20.59,18,8,medium,suburban,67
12.35,3.8,sunny,off-peak,20.66,17,9,medium,urban,73
8.22,4.0,cloudy,peak,39.49,16,31,medium,urban,72
2.74,4.8,sunny,off-peak,13.5,3,39,high,urban,61
5.96,4.8,rainy,off-peak,39.45,14,26,medium,urban,64
13.28,4.2,sunny,off-peak,31.66,17,39,low,urban,91
0.73,3.4,cloudy,off-peak,11.22,15,6,low,urban,35
3.5,2.6,cloudy,off-peak,19.64,7,24,high,urban,52
4.17,4.3,rainy,peak,27.37,12,33,high,urban,70
4.31,3.5,cloudy,peak,17.25,4,32,high,urban,60
1.93,3.3,sunny,peak,38.02,19,9,low,rural,42
12.8,3.4,sunny,peak,38.16,16,16,low,urban,61
2.81,2.7,sunny,peak,30.03,9,17,low,suburban,37
12.53,3.0,sunny,peak,12.13,5,12,medium,suburban,84
5.65,4.3,sunny,off-peak,33.93,11,36,high,urban,67
7.13,3.4,sunny,off-peak,10.56,5,35,medium,urban,86
7.21,2.6,sunny,off-peak,12.1,18,24,low,suburban,88
10.84,3.2,rainy,peak,18.16,13,24,medium,suburban,87
11.1,4.7,sunny,off-peak,20.9,1,9,medium,urban,45
9.79,4.7,sunny,peak,20.36,19,8,medium,urban,68
11.72,4.4,sunny,off-peak,33.43,6,26,medium,urban,59
0.62,2.7,rainy,peak,35.79,17,14,medium,rural,49
7.82,4.8,sunny,peak,24.93,17,32,medium,suburban,79
8.1,4.7,sunny,peak,13.8,16,8,high,rural,72
3.97,2.8,sunny,peak,18.34,17,26,high,urban,69
8.57,3.5,sunny,peak,39.11,8,31,medium,urban,59
7.27,3.8,sunny,off-peak,31.34,8,14,medium,urban,43
7.35,2.5,sunny,off-peak,10.21,4,20,medium,urban,72
2.22,3.2,sunny,peak,34.54,19,10,medium,suburban,45
6.81,3.2,sunny,off-peak,27.53,13,21,medium,urban,58
11.61,3.8,rainy,peak,25.78,18,11,medium,urban,73
6.44,2.5,sunny,off-peak,37.79,3,30,low,rural,46
7.57,3.6,cloudy,off-peak,30.87,10,39,medium,urban,74
14.53,3.3,cloudy,peak,39.48,15,6,medium,urban,56
13.14,3.9,sunny,off-peak,22.14,10,5,medium,suburban,59
13.97,3.4,sunny,off-peak,35.59,7,38,medium,suburban,75
1.63,2.9,sunny,off-peak,15.28,14,27,medium,urban,57
9.47,4.4,rainy,peak,31.74,9,33,high,rural,74
3.74,2.8,sunny,off-peak,20.75,0,24,medium,suburban,38
6.36,3.9,sunny,off-peak,21.58,11,36,low,urban,71
10.36,2.9,sunny,off-peak,22.95,11,26,low,urban,71
8.89,4.5,sunny,off-peak,30.02,7,26,medium,urban,57
7.83,3.7,sunny,peak,23.39,1,27,low,urban,50
12.31,4.2,sunny,off-peak,35.95,2,24,medium,urban,51
10.4,3.2,sunny,off-peak,34.7,16,19,low,suburban,62
12.41,2.7,cloudy,off-peak,31.73,18,14,high,suburban,71
14.01,3.4,sunny,peak,31.15,18,12,medium,urban,69
10.82,3.6,rainy,off-peak,39.14,5,10,medium,urban,42
6.23,4.4,sunny,peak,30.33,13,31,medium,urban,66
3.59,3.2,sunny,peak,35.46,7,9,medium,urban,29
4.43,4.8,sunny,peak,34.65,10,27,medium,rural,53
6.25,4.8,cloudy,off-peak,32.55,8,7,high,urban,38
11.23,3.3,cloudy,off-peak,28.89,2,8,medium,urban,39
1.08,3.1,rainy,peak,27.45,0,19,low,urban,27
12.31,4.4,sunny,peak,21.05,15,11,medium,urban,72
11.49,3.7,cloudy,off-peak,29.89,1,6,medium,suburban,36
7.74,3.7,rainy,peak,17.89,16,22,medium,urban,80
6.3,4.5,rainy,off-peak,19.92,16,30,low,suburban,79
2.13,3.6,sunny,peak,37.68,9,34,high,urban,56
4.7,3.7,cloudy,peak,20.35,14,5,low,suburban,43
2.09,4.4,sunny,peak,22.51,10,16,medium,urban,40
12.37,3.1,cloudy,peak,34.06,7,18,medium,urban,55
7.89,4.8,sunny,off-peak,35.33,1,9,medium,urban,27
4.08,4.0,sunny,peak,20.56,2,31,low,urban,47
0.76,4.1,sunny,off-peak,34.51,12,20,low,urban,40
8.1,4.9,sunny,off-peak,31.1,0,11,medium,suburban,30
11.41,2.7,sunny,peak,27.42,9,24,medium,urban,65
11.61,3.1,cloudy,peak,15.15,2,32,medium,rural,86
3.61,4.1,sunny,peak,32.87,8,15,high,urban,39
14.93,2.8,sunny,peak,19.85,6,30,medium,urban,87
8.75,3.5,sunny,peak,19.96,5,23,high,urban,62
5.31,4.0,rainy,peak,20.85,19,9,low,urban,59
6.2,2.9,rainy,peak,33.39,9,25,medium,urban,58
2.3,3.4,sunny,off-peak,25.55,5,31,high,urban,49
7.65,3.8,sunny,off-peak,14.1,16,28,medium,suburban,88
11.42,4.4,sunny,off-peak,28.28,7,23,low,urban,59
6.44,2.6,sunny,peak,27.11,4,17,medium,urban,40
13.07,2.9,sunny,peak,36.65,13,9,low,urban,51
7.41,3.4,cloudy,peak,38.29,7,12,low,urban,37
13.56,2.7,sunny,peak,13.28,18,38,medium,urban,129
10.7,3.8,sunny,off-peak,34.05,5,19,low,urban,46
1.3,4.6,cloudy,off-peak,35.61,2,33,medium,suburban,43
1.47,4.0,cloudy,peak,35.33,9,9,medium,urban,30
12.1,4.8,cloudy,off-peak,18.38,9,32,high,urban,92
5.67,3.8,cloudy,peak,25.87,3,36,medium,urban,59
3.24,3.8,sunny,off-peak,16.86,4,22,low,suburban,41
13.05,4.6,sunny,peak,21.22,12,33,high,rural,93
14.76,4.9,rainy,off-peak,20.89,9,9,high,urban,75
12.23,4.7,cloudy,peak,30.19,9,35,medium,urban,78
11.01,2.9,rainy,off-peak,29.28,17,25,medium,urban,81
0.51,5.0,sunny,off-peak,19.19,2,26,medium,urban,34
2.04,3.4,sunny,peak,15.45,14,29,medium,urban,61
10.23,3.3,sunny,peak,26.47,2,10,medium,rural,39
6.44,4.3,sunny,peak,21.36,6,24,low,suburban,52
0.78,3.7,cloudy,off-peak,10.03,6,38,low,rural,55
11.24,2.7,sunny,off-peak,25.07,18,22,medium,urban,79
6.57,4.6,rainy,off-peak,24.66,15,38,high,urban,86
10.05,4.7,sunny,peak,12.42,14,11,high,suburban,86
7.29,4.6,cloudy,peak,35.79,3,34,medium,urban,56
0.88,3.9,sunny,off-peak,25.99,6,24,low,suburban,36
9.72,3.2,sunny,off-peak,19.12,6,31,high,urban,76
11.93,4.6,sunny,peak,37.19,7,27,medium,suburban,60
2.76,4.7,sunny,off-peak,19.02,11,35,medium,rural,63
13.42,4.8,sunny,peak,20.83,19,26,low,suburban,94
3.13,4.2,sunny,peak,14.15,5,38,medium,urban,62
6.63,3.8,sunny,peak,29.32,6,9,medium,urban,35
8.14,2.5,sunny,peak,25.92,14,17,low,urban,58
5.05,2.8,sunny,off-peak,36.35,4,26,medium,rural,43
7.76,3.7,rainy,off-peak,36.69,1,32,low,urban,52
10.92,4.3,sunny,peak,27.57,19,13,low,suburban,66
10.86,2.6,sunny,off-peak,22.84,9,23,medium,urban,68
13.87,3.8,sunny,peak,12.87,17,28,medium,urban,121
13.0,3.6,sunny,off-peak,11.65,10,8,medium,rural,93
14.78,2.9,cloudy,peak,32.08,9,37,medium,urban,83
9.13,3.5,sunny,peak,33.85,4,12,high,urban,39
6.31,3.4,cloudy,peak,24.67,16,28,low,suburban,70
3.98,4.5,rainy,peak,23.84,16,37,medium,urban,79
4.04,3.0,cloudy,peak,16.26,13,31,medium,urban,70
2.69,5.0,sunny,peak,31.85,1,39,low,urban,47
11.04,4.8,cloudy,peak,19.01,10,9,low,urban,62
9.99,4.3,rainy,off-peak,36.49,19,7,high,suburban,62
4.74,4.5,sunny,off-peak,13.46,10,6,medium,suburban,45
13.44,2.7,sunny,peak,24.65,3,36,high,urban,78
8.51,4.4,sunny,off-peak,39.71,3,6,medium,urban,26
1.5,3.0,rainy,peak,19.14,4,8,medium,urban,27
1.39,4.7,sunny,peak,11.04,2,11,medium,suburban,25
2.58,3.5,sunny,peak,35.28,7,31,medium,suburban,49
3.56,4.2,sunny,peak,21.54,3,7,medium,urban,24
13.37,4.4,sunny,off-peak,14.95,9,10,medium,suburban,80
11.79,3.8,sunny,off-peak,20.46,13,13,high,urban,72
3.43,3.6,rainy,peak,28.36,14,37,medium,suburban,73
4.1,3.5,rainy,off-peak,14.31,10,25,medium,suburban,65
9.73,4.7,sunny,peak,23.61,11,37,low,suburban,79
13.14,4.9,sunny,peak,11.77,8,22,low,rural,102
5.09,4.3,rainy,off-peak,34.78,17,13,high,rural,57
8.12,3.7,rainy,off-peak,26.29,9,20,medium,rural,60
13.41,3.1,rainy,peak,34.61,8,16,medium,urban,59
11.67,3.8,rainy,off-peak,32.84,3,21,low,suburban,53
13.43,2.8,sunny,off-peak,34.28,17,10,high,urban,64
4.53,4.7,sunny,peak,24.13,4,18,low,rural,36
10.52,4.6,sunny,peak,31.77,8,39,medium,urban,74
2.15,4.4,sunny,peak,24.69,4,11,medium,urban,25
9.44,2.8,rainy,peak,27.19,16,35,medium,suburban,88
4.91,3.8,rainy,peak,18.17,13,11,medium,urban,55
10.67,3.6,sunny,off-peak,14.75,17,32,medium,rural,104
2.56,3.1,rainy,off-peak,17.02,2,21,high,urban,43
10.15,4.2,sunny,off-peak,12.65,9,28,high,urban,95
10.77,4.8,sunny,peak,15.93,3,36,low,urban,82
12.93,3.9,sunny,off-peak,20.47,15,25,low,suburban,86
10.46,4.8,rainy,peak,19.93,17,21,medium,rural,86
8.08,4.6,rainy,off-peak,17.75,3,26,low,urban,64
11.87,3.5,rainy,peak,26.68,17,30,medium,suburban,90
4.62,2.6,cloudy,peak,12.34,12,8,high,urban,55
10.32,3.6,sunny,peak,17.17,4,10,low,urban,53
11.01,3.6,rainy,off-peak,34.52,11,37,low,suburban,79
6.19,3.4,cloudy,off-peak,16.76,19,10,medium,rural,66
14.84,3.1,sunny,off-peak,21.8,2,14,medium,suburban,61
5.66,3.7,sunny,off-peak,30.29,6,30,medium,suburban,53
1.73,4.4,cloudy,off-peak,30.87,1,35,low,suburban,43
4.9,3.8,cloudy,peak,32.61,8,35,low,urban,59
1.94,3.3,sunny,peak,37.28,10,13,medium,urban,34
5.42,2.8,cloudy,off-peak,22.93,5,22,medium,suburban,49
2.35,4.2,rainy,peak,12.21,16,37,medium,urban,81
6.87,4.7,cloudy,peak,24.01,0,38,medium,suburban,60
11.78,3.8,cloudy,off-peak,34.46,6,5,high,urban,42
1.48,2.8,sunny,peak,23.83,6,16,medium,rural,32
8.67,3.1,sunny,peak,26.64,19,10,high,urban,63
1.14,4.3,sunny,off-peak,13.49,13,26,medium,urban,54
13.33,2.8,rainy,off-peak,22.5,19,36,low,suburban,106
13.86,3.8,cloudy,peak,25.93,13,31,low,urban,86
7.64,2.6,sunny,peak,24.21,18,9,low,suburban,56
11.65,3.2,cloudy,peak,35.86,17,29,medium,urban,79
9.1,2.9,sunny,off-peak,17.21,15,33,medium,urban,90
5.44,3.6,cloudy,off-peak,16.8,3,12,medium,suburban,41
4.05,4.1,sunny,off-peak,11.34,12,14,low,suburban,54
11.5,3.4,sunny,peak,35.08,8,24,low,suburban,57
6.73,4.2,cloudy,peak,16.53,5,14,low,urban,49
13.84,3.7,rainy,off-peak,24.34,10,23,medium,urban,80
14.65,4.4,sunny,peak,39.1,12,17,high,urban,62
3.55,2.8,sunny,off-peak,38.25,9,16,medium,suburban,38
8.64,4.1,cloudy,peak,35.2,15,17,high,urban,61
8.29,4.7,rainy,peak,18.98,0,13,medium,suburban,47
13.09,4.8,cloudy,peak,26.15,0,29,low,rural,62
10.52,4.8,cloudy,peak,25.58,9,11,medium,suburban,54
9.31,4.8,sunny,off-peak,13.52,0,8,medium,rural,52
10.35,4.7,sunny,off-peak,12.41,17,10,high,suburban,91
6.15,4.4,sunny,peak,13.11,17,15,medium,urban,72
14.42,3.0,rainy,off-peak,16.63,10,14,medium,suburban,89
1.34,3.8,rainy,peak,35.45,10,15,high,urban,42
0.92,3.2,sunny,off-peak,24.91,3,37,low,suburban,45
6.53,3.4,sunny,peak,31.52,0,20,medium,urban,35
2.74,4.7,sunny,off-peak,22.03,13,8,low,suburban,36
8.4,4.9,rainy,peak,12.13,2,21,low,rural,72
0.63,2.8,sunny,off-peak,21.89,12,27,high,suburban,52
7.17,3.7,sunny,peak,34.67,16,5,medium,urban,44
4.78,3.3,sunny,peak,26.55,11,36,medium,suburban,66
3.43,3.3,rainy,peak,29.87,12,6,medium,urban,39
6.95,3.9,sunny,peak,36.86,14,22,medium,suburban,57
12.89,3.7,sunny,peak,29.6,8,26,medium,urban,67
10.0,5.0,sunny,off-peak,21.4,1,38,medium,suburban,71
2.82,4.3,sunny,peak,20.16,16,19,low,urban,52
7.73,4.9,sunny,peak,38.05,13,37,high,urban,74
14.01,2.8,sunny,peak,28.54,0,7,high,suburban,41
6.87,3.9,sunny,off-peak,32.49,17,13,medium,urban,54
7.32,4.9,cloudy,off-peak,27.52,14,30,medium,urban,72
14.15,3.3,sunny,peak,12.98,16,22,medium,suburban,114
2.47,3.8,cloudy,off-peak,34.81,0,37,medium,suburban,46
11.16,4.4,sunny,off-peak,27.61,19,39,medium,suburban,95
4.84,4.4,cloudy,off-peak,35.71,1,16,high,rural,33
13.06,4.7,rainy,peak,10.46,9,29,medium,suburban,125
1.29,4.4,rainy,peak,21.71,12,9,medium,urban,39
14.86,4.9,sunny,off-peak,14.93,5,11,high,urban,83
11.64,4.4,rainy,peak,39.35,3,32,medium,urban,62
4.62,2.6,sunny,off-peak,23.58,5,35,medium,suburban,57
11.53,4.3,sunny,off-peak,18.29,2,10,low,urban,52
13.88,3.4,sunny,peak,28.34,3,20,low,urban,55
2.14,3.8,sunny,peak,36.58,0,35,medium,rural,42
13.75,3.6,cloudy,peak,27.09,19,6,medium,urban,70
5.72,3.9,sunny,peak,19.05,10,28,high,rural,66
0.59,4.7,sunny,peak,26.72,13,26,medium,urban,50
2.13,2.9,sunny,peak,36.44,19,22,medium,urban,57
13.33,4.5,sunny,off-peak,18.85,8,31,low,urban,86
14.75,4.9,sunny,peak,23.46,10,14,medium,urban,70
13.48,4.2,cloudy,peak,34.76,5,18,medium,urban,54
6.9,4.3,sunny,peak,22.02,11,20,high,suburban,60
14.44,3.5,sunny,peak,20.15,5,7,medium,urban,60
6.4,3.8,cloudy,off-peak,25.68,8,38,medium,urban,70
2.15,4.3,sunny,off-peak,10.33,11,34,low,urban,64
5.44,3.8,sunny,peak,28.65,7,21,low,suburban,44
14.98,2.6,sunny,off-peak,24.68,12,38,low,urban,93
9.58,4.1,sunny,off-peak,22.85,8,11,high,urban,53
5.43,4.9,cloudy,off-peak,21.62,14,28,low,urban,67
9.55,4.3,sunny,peak,31.8,10,27,medium,suburban,63
6.72,4.7,sunny,off-peak,32.93,6,15,medium,suburban,39
1.22,3.0,sunny,peak,11.05,12,15,high,urban,45
3.42,3.8,sunny,peak,30.45,10,30,low,urban,53
0.78,3.6,sunny,peak,21.85,9,11,low,urban,28
4.19,4.1,cloudy,peak,27.51,17,36,medium,urban,76
11.22,2.9,cloudy,off-peak,34.69,13,11,medium,suburban,55
3.3,3.6,rainy,peak,18.39,8,28,medium,suburban,59
8.16,4.2,cloudy,off-peak,15.4,4,9,medium,urban,52
10.67,3.8,sunny,off-peak,35.78,9,27,high,suburban,63
8.46,2.8,sunny,peak,29.98,19,17,low,suburban,63
0.72,3.8,sunny,off-peak,32.96,19,31,medium,urban,64
5.77,4.3,sunny,off-peak,39.44,0,23,low,suburban,33
6.9,4.2,cloudy,off-peak,39.71,17,21,medium,urban,62
5.47,4.5,cloudy,off-peak,13.08,18,29,medium,urban,86
8.42,3.4,sunny,peak,37.05,1,24,medium,suburban,42
7.94,4.5,sunny,off-peak,17.5,6,37,low,rural,74
3.22,4.0,cloudy,peak,14.39,5,33,medium,urban,59
11.4,4.3,sunny,off-peak,18.6,15,37,medium,rural,99
2.84,3.6,cloudy,peak,39.54,15,27,high,suburban,61
7.15,3.0,sunny,peak,13.76,13,32,high,suburban,88
11.47,5.0,cloudy,off-peak,12.25,12,26,low,rural,103
10.61,4.5,sunny,peak,27.17,15,11,high,urban,62
6.77,4.4,sunny,off-peak,36.53,2,33,medium,suburban,50
11.94,4.8,rainy,off-peak,33.03,13,23,high,rural,74
10.85,4.9,cloudy,off-peak,30.24,19,11,low,suburban,64
6.08,3.4,sunny,peak,28.07,19,8,high,urban,54
13.48,2.7,rainy,peak,24.77,8,30,high,suburban,85
2.56,4.2,cloudy,peak,36.79,15,22,medium,urban,54
5.7,4.7,sunny,off-peak,38.36,11,18,medium,urban,46
10.62,4.2,sunny,off-peak,36.93,16,15,high,urban,61
13.16,3.9,rainy,off-peak,19.39,1,22,medium,suburban,72
5.18,3.9,rainy,off-peak,17.26,3,22,high,urban,55
8.64,2.8,sunny,off-peak,20.47,13,39,medium,urban,87
0.67,3.0,sunny,peak,39.11,16,12,low,urban,38
5.88,2.9,sunny,peak,17.04,17,21,high,urban,72
5.3,3.5,sunny,peak,22.73,6,20,high,suburban,48
12.72,3.8,sunny,peak,36.26,18,12,low,suburban,61
1.57,3.8,sunny,peak,30.67,15,14,low,urban,41
1.4,3.2,rainy,off-peak,35.01,19,6,low,suburban,43
6.92,3.0,rainy,peak,25.22,8,8,low,rural,42
6.41,4.0,sunny,off-peak,29.01,10,37,medium,rural,68
2.84,3.3,cloudy,peak,35.92,4,16,medium,urban,32
4.32,2.7,rainy,off-peak,38.75,16,11,medium,urban,50
14.63,4.0,cloudy,off-peak,16.93,1,37,medium,urban,95
7.94,4.5,sunny,off-peak,34.2,18,25,low,suburban,67
1.77,2.6,sunny,peak,12.32,19,21,low,suburban,59
1.22,3.3,cloudy,off-peak,33.2,9,37,high,urban,60
1.11,3.0,rainy,peak,33.64,18,16,medium,urban,53
6.14,4.2,sunny,peak,17.3,18,24,low,urban,73
13.05,4.7,cloudy,peak,27.69,13,33,high,urban,88
12.58,3.0,sunny,off-peak,11.3,10,13,high,suburban,100
5.83,4.8,sunny,peak,39.72,18,32,high,urban,73
11.73,3.2,sunny,off-peak,12.91,11,14,high,urban,90
11.41,3.0,sunny,off-peak,34.43,18,8,low,urban,56
7.5,4.9,sunny,off-peak,31.42,14,35,medium,suburban,73
6.36,4.4,sunny,off-peak,37.68,18,26,medium,urban,66
3.12,3.4,sunny,peak,39.4,13,22,medium,urban,49
4.54,3.9,sunny,peak,23.17,4,26,medium,suburban,47
