services,ride_status,source,destination,duration,ride_id,distance,ride_charge,misc_charge,total_fare,payment_method,datetime
auto,completed,Kengeri,Rajajinagar 3rd Block,114,RD9553385597423653,48.3,410.91,18.23,429.14,Amazon Pay,2024-07-18 20:46:20
cab economy,completed,Whitefield West,MG Road West,94,RD7830782056902420,45.81,165.56,22.79,188.35,QR scan,2024-07-12 09:13:20
auto,completed,Marathahalli West,HSR Layout Sector 3 South,61,RD8120812135409513,12.52,297.89,41.85,339.74,Amazon Pay,2024-07-15 05:00:20
auto share,completed,JP Nagar Phase 1,Jayanagar 6th Block East,116,RD3726855948095382,46.0,195.87,28.71,224.58,GPay,2024-07-17 06:44:20
bike,completed,Jayanagar 2nd Block,Richmond Town,25,RD3409728397009574,14.55,638.44,24.24,662.68,GPay,2024-07-04 20:39:20
cab premium,completed,Doddanekundi,Jayanagar 6th Block East,90,RD2441092144557050,38.54,33.23,18.25,51.48,Cash,2024-07-18 08:00:20
cab premium,completed,Hebbal South,Victoria Layout,7,RD6601247392886224,12.31,659.32,21.5,680.82,Amazon Pay,2024-07-18 03:43:20
auto share,completed,Brigade Road Brigade Gateway,St. Marks Road,49,RD9418102436857847,27.21,99.03,21.79,120.82,Cash,2024-07-11 19:58:20
bike,completed,Whitefield ECC Road,Brigade Road Mota Royal Arcade,45,RD1803182753904769,45.98,520.6,6.45,527.05,Amazon Pay,2024-07-19 04:55:20
auto share,completed,Banashankari 3rd Stage,Koramangala 5th Block,106,RD8959485915074501,26.75,362.28,35.51,397.79,phonePy,2024-06-29 11:39:20
auto,completed,Cooke Town,Kadubeesanahalli,18,RD2088176334522243,46.74,18.33,23.71,42.04,Amazon Pay,2024-07-13 12:33:20
cab economy,completed,Indiranagar 1st Stage,Hebbal North,120,RD4972045482404678,6.77,128.06,32.7,160.76,phonePy,2024-07-20 15:12:20
parcel,completed,Malleshwaram 6th Block,Marathahalli East,111,RD7624085133424368,42.94,406.43,32.25,438.68,Amazon Pay,2024-07-20 21:42:20
parcel,completed,MG Road Naga Theatre,Nayandahalli,90,RD4583571481530065,32.06,456.24,35.75,491.99,GPay,2024-07-07 08:47:20
cab economy,completed,Marathahalli South,Domlur,69,RD1967603502890310,29.66,497.76,38.66,536.42,phonePy,2024-07-19 23:43:20
auto,completed,Hebbal East,Hebbal South,71,RD5304411391189461,9.56,433.75,49.19,482.94,Cash,2024-07-07 02:42:20
parcel,completed,JP Nagar 8th Phase,BTM Layout,84,RD7905564864723702,6.23,801.1,33.94,835.04,phonePy,2024-07-07 14:30:20
bike,completed,HSR Layout Sector 1,Malleshwaram 8th Block,110,RD6688367577259834,12.64,14.33,23.26,37.59,QR scan,2024-07-15 23:44:20
bike,completed,Jayanagar 9th Block East,Jayanagar 4th Block,65,RD9993936644048851,13.29,12.8,30.9,43.7,QR scan,2024-07-17 01:07:20
auto share,completed,BTM Layout 4th Stage,Whitefield West,31,RD4087048554065026,14.01,937.73,47.85,985.58,GPay,2024-07-02 09:19:20
cab economy,completed,Brigade Gateway,JP Nagar East,119,RD3223173762885604,12.0,112.24,2.47,114.71,phonePy,2024-06-25 00:10:20
bike,completed,JP Nagar 7th Phase,Residency Road,104,RD8533859617040977,34.55,336.78,35.66,372.44,Paytm,2024-07-05 14:38:20
parcel,completed,HSR Layout Sector 2 North,Koramangala 7th Block,62,RD2220646149182282,12.41,964.81,1.91,966.72,Amazon Pay,2024-07-15 21:20:20
cab economy,completed,MG Road Anil Kumble Circle,Rajajinagar 8th Block,73,RD4418604288992374,19.76,55.45,20.1,75.55,Paytm,2024-06-29 11:39:20
bike,completed,Electronic City South,Jayanagar 2nd Block,99,RD7315598232445366,9.59,970.82,43.98,1014.8,Paytm,2024-07-10 05:29:20
cab economy,completed,MG Road Garuda Mall,Brigade Gateway,62,RD7092899907296271,34.0,26.01,29.11,55.12,Paytm,2024-07-09 22:24:20
auto share,completed,JP Nagar Phase 1,Banashankari 1st Stage,76,RD3991967839456181,34.27,933.36,43.37,976.73,GPay,2024-07-04 06:20:20
cab economy,completed,Indiranagar North,JP Nagar Phase 8,33,RD8865295563032032,41.81,253.36,13.49,266.85,Paytm,2024-06-29 22:00:20
bike lite,completed,Banashankari 8th Stage,HSR Layout South,23,RD5638950049089613,24.45,360.89,41.88,402.77,Cash,2024-07-09 01:18:20
bike lite,completed,Hebbal West,Whitefield Kadugodi,37,RD9632812624082393,18.92,964.73,41.83,1006.56,GPay,2024-07-05 11:20:20
parcel,completed,Brigade Road Central,Bannerghatta Road,24,RD3557206505843776,43.76,819.09,30.49,849.58,GPay,2024-07-03 00:44:20
cab economy,completed,Marathahalli Main Road,Cubbon Park,107,RD9831084354289887,26.54,14.59,41.11,55.7,Amazon Pay,2024-07-01 12:35:20
cab premium,completed,Whitefield North,Panathur,26,RD1296731789994794,32.4,265.95,45.51,311.46,QR scan,2024-07-20 20:54:20
cab premium,completed,Marathahalli Main Road,HSR Layout Sector 4 South,65,RD7688263259785510,31.31,113.67,37.02,150.69,GPay,2024-07-14 08:16:20
cab premium,completed,Majestic,JP Nagar Phase 7,59,RD9312108610854227,28.38,824.39,37.07,861.46,phonePy,2024-07-04 23:00:20
auto,completed,Banashankari 1st Stage,Whitefield Hope Farm Junction,116,RD8912274992372484,9.38,990.96,17.71,1008.67,QR scan,2024-06-25 23:08:20
auto,completed,Wilson Garden,Cubbon Park,85,RD1694011100764307,37.73,688.9,18.84,707.74,phonePy,2024-07-14 06:14:20
auto,completed,Malleshwaram East,Jayanagar 7th Block East,31,RD2565116547456110,10.16,962.49,29.31,991.8,Amazon Pay,2024-07-14 01:26:20
bike,completed,Marathahalli,JP Nagar 7th Phase,21,RD5894764791776942,32.01,846.59,15.28,861.87,Cash,2024-07-06 10:04:20
parcel,completed,Murphy Town,Indiranagar 9th Stage,16,RD3597421199529509,37.29,364.62,49.14,413.76,GPay,2024-07-19 18:34:20
auto,completed,Jayanagar 9th Block East,Banashankari 5th Stage,20,RD4220766840581944,32.93,937.57,45.09,982.66,phonePy,2024-07-05 12:08:20
auto share,completed,Jayanagar 5th Block East,HSR Layout,33,RD9602305694428710,41.72,826.86,27.7,854.56,GPay,2024-07-18 17:35:20
parcel,completed,HSR Layout Sector 9 North,Koramangala 2nd Block,58,RD7925358043567515,15.61,889.92,11.73,901.65,phonePy,2024-07-06 00:03:20
cab premium,completed,Jayanagar 5th Block East,Residency Road,109,RD4220668559048640,41.89,978.96,46.0,1024.96,Amazon Pay,2024-06-28 19:12:20
bike,completed,Manyata Tech Park,Hebbal Sanjay Nagar,88,RD4129536571028316,8.53,376.12,18.36,394.48,phonePy,2024-07-19 09:45:20
auto share,completed,Koramangala 9th Block,HSR Layout Sector 10 North,65,RD5696356714209496,23.64,12.03,39.61,51.64,Amazon Pay,2024-07-09 19:11:20
auto,completed,Electronic City South,JP Nagar 9th Phase,36,RD5990608848268878,28.14,483.44,5.82,489.26,phonePy,2024-07-12 19:11:20
cab economy,completed,HSR Layout Sector 7,Whitefield,19,RD1328487856491477,9.98,652.26,33.24,685.5,QR scan,2024-07-01 20:59:20
bike,completed,Marathahalli Central,Jayanagar 4th Block East,58,RD8432931355835569,20.99,222.1,20.17,242.27,QR scan,2024-07-07 17:25:20
cab economy,completed,Whitefield Varthur Road,HSR Layout Sector 8,59,RD1721048963621976,35.73,385.27,49.65,434.92,phonePy,2024-07-11 05:43:20
bike lite,completed,Banashankari 4th Stage,JP Nagar East,81,RD7899617538404892,39.91,364.16,17.97,382.13,Amazon Pay,2024-07-05 00:12:20
cab economy,completed,Indiranagar 10th Stage,Electronic City Phase 3,40,RD6254446466065213,38.96,310.46,28.9,339.36,GPay,2024-06-23 19:29:20
cab premium,completed,Koramangala Central,HSR Layout Sector 8 South,67,RD1688916881709968,28.37,161.74,26.72,188.46,QR scan,2024-07-09 11:19:20
cab premium,completed,JP Nagar South,St. Marks Road,6,RD5504913922124539,39.25,143.04,31.21,174.25,phonePy,2024-07-02 01:02:20
parcel,completed,Ganganagar,Electronic City Phase 2,95,RD5436804473786780,26.61,175.65,41.8,217.45,Amazon Pay,2024-07-11 00:37:20
parcel,completed,Whitefield Mahadevapura,HAL,110,RD8118820015305589,22.06,757.03,48.37,805.4,Cash,2024-06-30 23:31:20
bike,completed,MG Road Garuda Mall,Electronic City Phase 3,37,RD8562568234895127,16.41,442.16,36.32,478.48,Paytm,2024-07-23 00:50:20
bike,completed,Koramangala South,JP Nagar 4th Phase,94,RD1579986713017629,26.38,801.99,15.78,817.77,Cash,2024-07-03 18:19:20
cab premium,completed,Palace Road,Indiranagar 8th Stage,116,RD5774734935810775,14.09,466.49,19.73,486.22,QR scan,2024-06-24 11:12:20
bike,completed,Kempapura,HSR Layout Sector 10,76,RD5337188643627358,35.24,125.49,41.91,167.4,Amazon Pay,2024-07-14 23:16:20
bike lite,completed,Nandini Layout,Banashankari 8th Stage,31,RD3758872256052861,3.89,854.18,38.44,892.62,Paytm,2024-06-25 07:48:20
bike,completed,Koramangala 5th Block,Brigade Road Mayo Hall,41,RD3927271093973683,2.53,35.55,39.7,75.25,Cash,2024-07-12 00:47:20
cab economy,completed,Cubbon Road,Hebbal South,91,RD8520414932219860,41.36,98.53,39.4,137.93,GPay,2024-07-15 06:24:20
cab premium,completed,Nandi Hills,HSR Layout Sector 4 South,16,RD4672115359655277,29.12,802.48,48.61,851.09,QR scan,2024-07-22 13:21:20
parcel,completed,HSR Layout North,St. Marks Road,34,RD4323617381939385,10.97,445.01,9.7,454.71,Paytm,2024-07-12 18:42:20
auto share,completed,HSR Layout Sector 7 South,MG Road West,27,RD7648320842275484,3.67,934.21,41.76,975.97,phonePy,2024-07-14 14:22:20
cab premium,completed,Mysore Road,Benson Town,80,RD3683983115970202,40.77,882.11,13.35,895.46,Paytm,2024-06-26 12:18:20
auto,completed,Whitefield Borewell Road,Indiranagar 6th Stage,43,RD8836290214384102,12.69,347.86,39.04,386.9,Amazon Pay,2024-07-16 18:18:20
cab premium,completed,MG Road West,Rajajinagar 5th Block,83,RD2833687993053519,27.26,688.41,46.88,735.29,QR scan,2024-07-02 10:17:20
cab premium,completed,Hebbal Sanjay Nagar,HSR Layout East,101,RD7182436338569671,15.04,453.33,11.44,464.77,Cash,2024-07-06 22:39:20
auto share,completed,JP Nagar 10th Phase,Koramangala 7th Block,100,RD4686397927495354,40.96,65.16,25.56,90.72,Cash,2024-07-07 07:51:20
bike lite,completed,JP Nagar 6th Phase,HSR Layout Sector 5,90,RD7469187213948052,27.08,661.35,31.32,692.67,Cash,2024-07-07 11:38:20
cab premium,completed,Indiranagar,Vignan Nagar,117,RD7095866821002127,3.63,38.65,2.57,41.22,Paytm,2024-07-02 05:26:20
auto share,completed,HSR Layout Sector 10,Yelahanka,97,RD3098013871442996,42.13,726.13,48.6,774.73,GPay,2024-07-23 00:09:20
auto,completed,Koramangala West,Malleshwaram 5th Block,70,RD3416906494804707,43.1,365.37,8.42,373.79,QR scan,2024-07-12 17:24:20
cab premium,completed,Avenue Road,MG Road Symphony Theatre,64,RD2074719722348164,25.93,945.54,49.36,994.9,QR scan,2024-07-19 21:56:20
auto share,completed,KR Puram,Whitefield North,14,RD2728443675115623,3.64,676.4,9.98,686.38,QR scan,2024-07-08 07:42:20
bike lite,completed,JP Nagar 7th Phase,Vignan Nagar,75,RD4113974712968861,14.36,959.0,30.02,989.02,Amazon Pay,2024-06-28 09:43:20
cab economy,completed,Koramangala 7th Block,Malleshwaram North,60,RD4707463399654802,30.02,687.56,36.85,724.41,GPay,2024-07-15 23:08:20
cab economy,completed,JP Nagar 1st Phase,Shivajinagar,25,RD1854398987916604,17.0,633.92,25.84,659.76,QR scan,2024-07-07 08:44:20
bike,completed,JP Nagar 4th Phase,Rajajinagar 4th Block,26,RD5851709695875594,24.03,447.69,26.8,474.49,GPay,2024-07-20 03:18:20
cab economy,completed,Malleshwaram 5th Block,Vasanth Nagar,15,RD9078782035433145,37.64,325.57,22.98,348.55,GPay,2024-06-29 05:30:20
cab economy,completed,Indiranagar East,Indiranagar 4th Stage,48,RD5815830045576247,17.37,670.85,25.65,696.5,phonePy,2024-07-01 02:25:20
parcel,completed,Marathahalli West,JP Nagar Phase 2,61,RD7311128349481084,19.0,741.7,23.33,765.03,Paytm,2024-07-02 11:38:20
auto share,completed,Seshadripuram,St. Marks Road,97,RD1156493774151134,13.29,496.69,3.39,500.08,GPay,2024-07-19 13:18:20
parcel,completed,Indiranagar South,Nagarbhavi 2nd Stage,8,RD5071612072857912,47.39,450.11,10.44,460.55,Amazon Pay,2024-06-23 21:13:20
bike lite,completed,Indiranagar 4th Stage,JP Nagar 5th Phase,36,RD9334459417723128,5.43,256.57,2.86,259.43,phonePy,2024-07-01 08:53:20
auto,completed,JP Nagar Central,Kempapura,6,RD9661514929827887,7.87,530.66,41.61,572.27,Paytm,2024-07-02 18:52:20
cab economy,completed,Electronic City West,MG Road,41,RD9734978308135171,29.37,987.82,21.82,1009.64,GPay,2024-07-14 00:24:20
auto share,completed,Brigade Road West,HSR Layout Sector 4 North,76,RD1406028832129386,5.92,863.43,22.27,885.7,QR scan,2024-07-04 03:31:20
auto share,completed,Whitefield Varthur Road,HSR Layout Sector 9 North,49,RD5874013867505090,9.18,122.62,31.94,154.56,Cash,2024-07-23 03:29:20
cab economy,completed,Sanjay Nagar,JP Nagar 6th Phase,89,RD8418198515782446,20.66,193.82,40.41,234.23,phonePy,2024-07-07 19:07:20
bike,completed,Jayanagar 4th Block,Malleshwaram 2nd Block,15,RD5244363634758940,17.99,294.02,28.38,322.4,GPay,2024-07-21 21:55:20
bike,completed,Malleshwaram 8th Block,Jayanagar 10th Block,82,RD7118873911851790,44.84,276.75,43.5,320.25,phonePy,2024-06-27 02:45:20
parcel,completed,Jayanagar 8th Block East,HSR Layout Sector 6,26,RD4968407098503839,10.01,746.65,29.2,775.85,GPay,2024-07-23 05:55:20
cab economy,completed,Indiranagar 4th Stage,Malleshwaram 8th Block,64,RD5962412943147450,40.39,417.66,22.42,440.08,phonePy,2024-07-08 01:06:20
cab economy,completed,Brigade Road West,HSR Layout Sector 9,33,RD9240798640567064,49.6,811.24,29.5,840.74,Paytm,2024-07-05 09:57:20
cab premium,completed,Hebbal South,HSR Layout Sector 7 North,113,RD6987151210074435,45.38,639.18,23.39,662.57,Cash,2024-07-16 21:43:20
bike,completed,Infantry Road,Malleshwaram 10th Block,65,RD1033411551317739,31.77,156.21,32.04,188.25,Paytm,2024-07-10 11:57:20
auto,completed,HSR Layout Sector 6 North,Palace Road,116,RD8601658895291584,45.24,72.02,13.27,85.29,phonePy,2024-07-13 13:40:20
bike,completed,Brigade Road Richmond Road,Kempapura,12,RD9335930440216268,49.44,35.85,44.7,80.55,Paytm,2024-06-25 16:30:20
parcel,completed,Banashankari 6th Stage,Jayanagar 5th Block,12,RD4489419542960412,25.43,431.16,18.85,450.01,Cash,2024-07-19 04:24:20
cab economy,completed,Koramangala 3rd Block,Whitefield Mahadevapura,36,RD6619824320778108,2.85,437.0,5.31,442.31,QR scan,2024-07-19 14:31:20
bike,completed,Whitefield Mahadevapura,HSR Layout Sector 7 South,40,RD7129177496186929,14.65,303.8,12.65,316.45,Amazon Pay,2024-07-03 02:21:20
cab premium,completed,Rajajinagar 4th Block,Banashankari 6th Stage,62,RD9507235834729614,13.21,929.84,24.03,953.87,phonePy,2024-07-09 10:03:20
bike,completed,Jayanagar 3rd Block,Jayanagar 5th Block,62,RD8796419031585792,3.77,158.71,48.12,206.83,Cash,2024-07-20 15:14:20
auto,completed,HSR Layout Sector 6,Cubbon Park,31,RD5013540094160747,14.0,878.18,1.31,879.49,Paytm,2024-07-08 12:52:20
bike,completed,Jayanagar 1st Block,HSR Layout Sector 7 South,90,RD4062861128435356,43.42,316.07,0.55,316.62,Paytm,2024-07-09 18:04:20
parcel,completed,HSR Layout North,Lalbagh,43,RD5449555989341767,7.65,55.12,25.66,80.78,Amazon Pay,2024-07-04 01:23:20
auto share,completed,Koramangala North,Brigade Road North,105,RD1786202142271886,36.74,856.32,47.94,904.26,Amazon Pay,2024-07-16 19:01:20
bike,completed,Koramangala South,Indiranagar West,18,RD2554754551173802,19.43,836.39,2.92,839.31,QR scan,2024-07-15 16:49:20
bike,completed,Indiranagar 10th Stage,Koramangala 1st Block,38,RD5023965128438606,43.34,512.24,18.57,530.81,phonePy,2024-07-22 08:51:20
bike lite,completed,Jayanagar 3rd Block East,Brigade Road Residency Road,13,RD4314033800156405,33.45,31.77,15.1,46.87,phonePy,2024-07-01 00:25:20
bike lite,completed,Brigade Road East,Malleshwaram 4th Block,49,RD3819892345297903,45.05,36.69,1.43,38.12,Cash,2024-07-04 08:13:20
bike,completed,Rajajinagar 5th Block,Hebbal Kodigehalli,64,RD9730330642936850,23.35,705.59,39.65,745.24,GPay,2024-07-03 18:17:20
cab economy,completed,Koramangala 1st Block,Whitefield North,116,RD2310537328980412,30.68,528.65,38.54,567.19,GPay,2024-07-01 01:11:20
bike,completed,Jayanagar 10th Block,Brigade Road Garuda Mall,107,RD8222337027503582,26.28,449.54,24.23,473.77,Cash,2024-07-07 12:01:20
auto share,completed,HSR Layout Sector 9 North,Victoria Layout,112,RD1738385720399453,17.04,147.97,41.97,189.94,Paytm,2024-06-30 23:04:20
cab premium,completed,Bannerghatta Road,MG Road Anil Kumble Circle,85,RD7782718865149881,10.29,994.71,26.3,1021.01,QR scan,2024-07-21 23:47:20
bike,completed,HSR Layout Sector 5 North,Vasanth Nagar,70,RD1480454944734744,42.12,639.31,4.07,643.38,Cash,2024-07-12 09:36:20
cab premium,completed,Indiranagar 2nd Stage,Banashankari 2nd Stage,7,RD5343698088473722,44.2,13.77,5.04,18.81,QR scan,2024-07-12 04:55:20
bike,completed,Jayanagar 4th Block East,Whitefield South,100,RD2402842006300224,32.47,253.29,42.25,295.54,Cash,2024-07-22 08:17:20
bike,completed,Rajajinagar 1st Block,HSR Layout Sector 2,80,RD8074295279850093,40.6,978.47,27.55,1006.02,Cash,2024-07-11 01:24:20
cab premium,completed,Murphy Town,Varthur,80,RD3131918658251186,22.56,425.74,43.28,469.02,phonePy,2024-07-15 08:06:20
cab economy,completed,Malleshwaram 1st Block,Lavelle Road,112,RD8795152850232066,47.75,973.19,43.59,1016.78,Cash,2024-06-23 04:06:20
auto share,completed,MG Road Trinity Circle,JP Nagar 10th Phase,65,RD3575215543716102,46.77,520.63,21.6,542.23,Cash,2024-06-25 18:38:20
cab premium,completed,Brigade Gateway,Rajajinagar 6th Block,28,RD4895114563117090,11.49,118.69,34.09,152.78,Amazon Pay,2024-06-30 06:51:20
auto share,completed,Brigade Road,JP Nagar North,5,RD1010638301972900,26.89,534.99,9.69,544.68,Paytm,2024-07-11 21:52:20
auto,completed,Whitefield East,Brigade Road Richmond Road,86,RD9688021793511451,47.99,725.48,16.59,742.07,Cash,2024-07-23 10:55:20
auto share,completed,Palace Guttahalli,MG Road Garuda Mall,57,RD1863055866418306,28.72,942.27,9.78,952.05,Amazon Pay,2024-07-14 12:29:20
auto share,completed,Jayanagar 4th Block East,Indiranagar,6,RD2732612904754489,3.01,231.34,33.31,264.65,QR scan,2024-06-27 10:08:20
cab premium,completed,HSR Layout Sector 2 North,Electronic City Phase 1,24,RD3245778353436917,36.86,121.4,32.0,153.4,GPay,2024-07-07 22:03:20
cab economy,completed,Jayanagar 3rd Block East,HSR Layout North,87,RD4346736743330770,12.88,484.41,18.53,502.94,QR scan,2024-07-13 23:14:20
parcel,completed,JP Nagar North,HSR Layout Sector 8,119,RD4130614658625705,12.17,158.69,48.6,207.29,GPay,2024-07-04 00:39:20
bike,completed,Whitefield Mahadevapura,HSR Layout Sector 9,116,RD8025509824959241,47.47,793.62,26.06,819.68,Cash,2024-07-05 01:13:20
parcel,completed,Jayanagar,Basavanagudi,19,RD3583148478303206,35.73,453.43,17.68,471.11,Cash,2024-07-21 23:17:20
bike,completed,Electronic City West,HSR Layout Sector 10 North,97,RD4757499959108948,12.41,41.66,6.46,48.12,QR scan,2024-07-04 04:38:20
cab premium,completed,JP Nagar 3rd Phase,JP Nagar Phase 7,86,RD5062392720196450,11.69,55.43,26.21,81.64,GPay,2024-07-11 06:08:20
auto,completed,Rajajinagar,Vidyaranyapura,67,RD2902491005661201,34.48,456.66,26.24,482.9,Amazon Pay,2024-06-26 01:21:20
cab economy,completed,Rajajinagar 8th Block,Hebbal Dasarahalli,88,RD8043901704416430,23.06,526.75,22.5,549.25,Cash,2024-07-02 02:27:20
parcel,completed,Majestic,Indiranagar South,22,RD4248014431934222,42.48,719.49,34.23,753.72,Cash,2024-06-27 16:22:20
auto share,completed,Whitefield Immadihalli,Indiranagar West,31,RD3684764521920969,21.44,298.68,17.27,315.95,QR scan,2024-07-06 21:29:20
auto share,completed,Shantinagar,HSR Layout East,57,RD1607090756624626,9.13,483.66,12.38,496.04,Amazon Pay,2024-07-16 22:21:20
auto share,completed,Brigade Road West,Marathahalli South,91,RD1575505195026407,20.26,75.82,47.26,123.08,GPay,2024-07-09 22:23:20
auto share,completed,HSR Layout Sector 4 South,Marathahalli Main Road,30,RD8705368100216656,42.88,486.52,41.69,528.21,Paytm,2024-06-24 10:31:20
cab premium,completed,Hebbal Kodigehalli,Richmond Road,47,RD1468029026317815,28.96,150.36,21.93,172.29,QR scan,2024-06-29 04:47:20
cab economy,completed,MG Road North,Yelahanka New Town,14,RD1951721446813318,36.94,222.66,1.29,223.95,Cash,2024-07-18 07:40:20
cab economy,completed,Electronic City Phase 3,Malleshwaram,109,RD6364206392767628,2.29,135.95,17.02,152.97,QR scan,2024-07-09 05:46:20
bike lite,completed,Indiranagar 2nd Stage,Whitefield South,84,RD5042040288824464,37.37,338.41,30.43,368.84,GPay,2024-07-15 15:47:20
auto,completed,Brigade Road Mota Royal Arcade,Brigade Road Mayo Hall,51,RD8478476068628658,9.96,670.39,47.94,718.33,Cash,2024-07-01 15:19:20
auto share,completed,Whitefield Immadihalli,Rajajinagar 2nd Block,34,RD7492774882396380,35.67,66.57,49.04,115.61,Amazon Pay,2024-07-02 17:29:20
bike,completed,HSR Layout Sector 4 North,HSR Layout Sector 9 North,74,RD9543766463244034,10.01,820.36,33.15,853.51,QR scan,2024-07-03 03:35:20
auto share,completed,Victoria Layout,Banashankari 8th Stage,51,RD4937339755252138,2.57,603.82,34.57,638.39,Cash,2024-06-23 08:18:20
bike lite,completed,Koramangala North,Koramangala 8th Block,112,RD3172514400081001,13.71,76.74,37.61,114.35,Paytm,2024-06-27 04:12:20
auto share,completed,HSR Layout Sector 4 North,Indiranagar Central,55,RD6759022282224415,21.87,312.92,35.08,348.0,Cash,2024-07-02 09:50:20
cab premium,completed,Doddanekundi,BTM Layout 3rd Stage,22,RD5750388625585460,37.96,642.31,26.49,668.8,Cash,2024-07-04 05:19:20
auto,completed,Koramangala 9th Block,Cunningham Road,83,RD6978458809160779,7.33,522.9,39.04,561.94,Cash,2024-07-19 15:30:20
auto share,completed,Brigade Road Church Street,Hebbal,25,RD1232369558926228,3.33,716.74,30.01,746.75,Amazon Pay,2024-07-19 06:41:20
parcel,completed,Hebbal Byatarayanapura,Bannerghatta Road,96,RD6736100280623429,9.45,862.61,49.31,911.92,phonePy,2024-07-06 18:57:20
auto,completed,Anand Nagar,HSR Layout Sector 4,6,RD5375939593735857,15.39,59.89,17.02,76.91,QR scan,2024-07-22 20:11:20
cab economy,completed,Murphy Town,JP Nagar Phase 8,104,RD9625017186334121,43.95,614.27,28.59,642.86,Amazon Pay,2024-07-08 22:25:20
bike lite,completed,Magadi Road,Whitefield Central,16,RD9386469769298677,11.27,113.5,11.74,125.24,GPay,2024-07-17 10:20:20
auto share,completed,Yeshwanthpur,Electronic City Phase 2,24,RD1830144683922199,30.32,385.46,19.4,404.86,Amazon Pay,2024-06-30 21:49:20
cab premium,completed,MG Road Cubbon Park,Avenue Road,119,RD3046266945930605,31.91,212.5,28.11,240.61,Cash,2024-07-01 11:43:20
cab premium,completed,Jayanagar 1st Block,Mysore Road,45,RD2465367355894536,44.2,335.51,40.97,376.48,Cash,2024-07-18 06:22:20
auto share,completed,MG Road Naga Theatre,Basaveshwara Nagar,15,RD8917805552543807,44.59,166.5,0.56,167.06,phonePy,2024-07-08 05:28:20
auto,completed,JP Nagar 8th Phase,Jayanagar 6th Block East,116,RD4454478686352022,46.06,332.05,23.72,355.77,Amazon Pay,2024-07-21 16:56:20
cab economy,completed,Hebbal Sanjay Nagar,Hebbal Sanjay Nagar,43,RD8379424831500593,7.83,882.84,2.37,885.21,Cash,2024-07-11 02:50:20
auto,completed,Indiranagar North,Indiranagar West,73,RD9104494883905845,16.23,664.76,48.17,712.93,QR scan,2024-07-17 04:06:20
cab economy,completed,Marathahalli Bridge,Shivajinagar,26,RD8446307773726300,18.73,719.01,41.41,760.42,Cash,2024-07-15 18:03:20
bike lite,completed,Bagmane Tech Park,HSR Layout Central,104,RD5518262661913003,39.17,730.6,41.72,772.32,GPay,2024-07-11 15:34:20
cab premium,completed,Basavanagudi,Koramangala,34,RD6410413653590787,33.29,632.66,18.32,650.98,QR scan,2024-07-20 13:10:20
cab economy,completed,Whitefield Borewell Road,Indiranagar 5th Stage,31,RD9138033211073585,28.71,81.37,48.8,130.17,Paytm,2024-07-02 20:05:20
auto share,completed,Jayanagar 1st Block East,HSR Layout East,86,RD6908177850281180,22.47,844.56,29.05,873.61,Paytm,2024-07-14 05:05:20
auto share,completed,Malleshwaram 6th Block,JP Nagar North,21,RD2000758420676920,41.3,935.07,7.47,942.54,Cash,2024-06-24 06:47:20
bike lite,completed,HSR Layout North,Wilson Garden,40,RD5078431241718993,30.98,649.03,41.84,690.87,Cash,2024-07-18 09:43:20
parcel,completed,Basaveshwaranagar,MG Road Brigade Road,31,RD9400235037408021,43.26,123.1,39.93,163.03,phonePy,2024-06-27 07:24:20
auto share,completed,Marathahalli East,MG Road Garuda Mall,118,RD1815077243752146,33.73,936.21,14.9,951.11,phonePy,2024-07-15 10:06:20
cab economy,completed,Malleshwaram,Vidyaranyapura,100,RD7339880206131727,5.35,495.68,31.65,527.33,phonePy,2024-06-29 12:46:20
bike,completed,Indiranagar 1st Stage,Jayanagar 7th Block,112,RD6604542552426724,20.23,607.12,0.98,608.1,GPay,2024-07-11 01:38:20
cab premium,completed,Marathahalli East,Malleshwaram 10th Block,83,RD9066039549510812,28.65,426.45,4.77,431.22,Amazon Pay,2024-07-08 11:05:20
auto,completed,Cubbon Road,Whitefield Channasandra,94,RD6942576525273051,25.64,236.71,31.8,268.51,phonePy,2024-06-26 01:51:20
auto share,completed,Banashankari 4th Stage,Banashankari 10th Stage,74,RD1615107966028716,29.78,820.34,27.46,847.8,phonePy,2024-07-06 01:54:20
bike lite,completed,Yelahanka,Banashankari 7th Stage,114,RD5620262545024750,21.36,179.27,20.4,199.67,Paytm,2024-07-01 15:05:20
bike,completed,HSR Layout Sector 4 North,MG Road South,93,RD5196443869431741,7.74,588.6,48.61,637.21,phonePy,2024-06-28 16:50:20
auto share,completed,Electronic City West,Indiranagar South,71,RD1428858050893221,3.45,271.17,41.04,312.21,Paytm,2024-07-11 05:27:20
auto,completed,Benson Town,Sanjay Nagar,56,RD3115347847173550,22.82,792.38,2.29,794.67,Cash,2024-06-30 11:39:20
bike,completed,Whitefield East,Electronic City Central,48,RD9163783159064593,5.57,147.46,23.4,170.86,phonePy,2024-06-30 16:12:20
bike lite,completed,Vasanth Nagar,Marathahalli Ring Road,55,RD7801971475263947,5.97,703.51,4.52,708.03,phonePy,2024-07-12 02:21:20
auto share,completed,Kalyan Nagar,Koramangala 5th Block,53,RD2819261797319927,8.46,214.81,41.33,256.14,Cash,2024-07-02 06:50:20
